"Pick","Round","Team ID","Team Name","Player ID","Last Name","First Name","Avg. Pick","Avg. Round","Avg. Cost","% Drafted"
"64","7","406.l.12347.t.2","Rickster's Dandy Team","406.p.33495","Carter","Michael","113.2","12.2","$2.1","70%"
"65","7","406.l.12347.t.1","Jyhad's Jazmine","406.p.100014","","Los Angeles","72.1","8.1","$2.8","100%"
"66","7","406.l.12347.t.9","horace  Bucs","406.p.7200","Rodgers","Aaron","59.6","6.6","$6.3","100%"
"67","7","406.l.12347.t.3","Maryland Eagles","406.p.32695","Aiyuk","Brandon","64.6","7.1","$6.8","100%"
"68","7","406.l.12347.t.8","Deep Dish","406.p.31019","Goedert","Dallas","95.8","10.3","$2.2","100%"
"69","7","406.l.12347.t.5","69 VIKINGS","406.p.32675","Tagovailoa","Tua","125.7","13.2","$1.1","12%"
"70","7","406.l.12347.t.6","Redskins","406.p.28514","Davis","Mike","64.3","7.1","$8.7","100%"
"71","8","406.l.12347.t.6","Redskins","406.p.100028","","Washington","80.1","8.8","$1.8","100%"
"72","8","406.l.12347.t.5","69 VIKINGS","406.p.30117","Fournette","Leonard","100.1","10.8","$2.5","98%"
"73","8","406.l.12347.t.8","Deep Dish","406.p.100023","","Pittsburgh","85.2","9.3","$1.7","100%"
"74","8","406.l.12347.t.3","Maryland Eagles","406.p.26534","Tucker","Justin","81.5","8.9","$2.8","100%"
"75","8","406.l.12347.t.9","horace  Bucs","406.p.100025","","San Francisco","92.3","9.9","$1.5","100%"
"76","8","406.l.12347.t.1","Jyhad's Jazmine","406.p.30994","Moore","DJ","52.3","5.8","$9.5","100%"
"77","8","406.l.12347.t.2","Rickster's Dandy Team","406.p.29785","Anderson","Robbie","84.9","9.2","$3.3","100%"
"78","8","406.l.12347.t.4","6going47","406.p.100027","","Tampa Bay","84.5","9.1","$2.5","100%"
"79","8","406.l.12347.t.7","Yoyo's Yumbelievable Team","406.p.100033","","Baltimore","95.0","10.2","$1.5","100%"
"80","8","406.l.12347.t.10","Javier's Boss Team","406.p.30346","Butker","Harrison","84.8","9.2","$2.7","100%"
"81","9","406.l.12347.t.10","Javier's Boss Team","406.p.100007","","Denver","118.9","12.7","$1.1","95%"
"82","9","406.l.12347.t.7","Yoyo's Yumbelievable Team","406.p.30426","Koo","Younghoe","94.4","10.2","$1.6","100%"
"83","9","406.l.12347.t.4","6going47","406.p.24171","Brown","Antonio","97.9","10.5","$2.9","95%"
"84","9","406.l.12347.t.2","Rickster's Dandy Team","406.p.8780","Ryan","Matt","122.9","13.1","$1.3","88%"
"85","9","406.l.12347.t.1","Jyhad's Jazmine","406.p.31104","Edmonds","Chase","78.8","8.6","$6.0","100%"
"86","9","406.l.12347.t.9","horace  Bucs","406.p.25881","Zuerlein","Greg","106.1","11.4","$1.1","97%"
"87","9","406.l.12347.t.3","Maryland Eagles","406.p.32685","Jeudy","Jerry","82.2","9.0","$4.2","97%"
"88","9","406.l.12347.t.8","Deep Dish","406.p.30175","Smith-Schuster","JuJu","91.7","9.9","$2.3","100%"
"89","9","406.l.12347.t.5","69 VIKINGS","406.p.25802","Hilton","T.Y.","127.5","13.7","$1.3","5%"
"90","9","406.l.12347.t.6","Redskins","406.p.32858","Bass","Tyler","105.3","11.2","$1.3","99%"
"91","10","406.l.12347.t.6","Redskins","406.p.31919","Harris","Damien","65.5","7.2","$7.7","100%"
"92","10","406.l.12347.t.5","69 VIKINGS","406.p.27540","Beckham Jr.","Odell","77.6","8.5","$5.0","100%"
"93","10","406.l.12347.t.8","Deep Dish","406.p.33476","Sermon","Trey","80.9","8.8","$5.3","99%"
"94","10","406.l.12347.t.3","Maryland Eagles","406.p.28654","Mostert","Raheem","78.8","8.6","$5.3","97%"
"95","10","406.l.12347.t.9","horace  Bucs","406.p.32703","Higgins","Tee","71.6","7.9","$4.8","100%"
"96","10","406.l.12347.t.1","Jyhad's Jazmine","406.p.32723","Hurts","Jalen","80.7","8.7","$3.0","100%"
"97","10","406.l.12347.t.2","Rickster's Dandy Team","406.p.31012","Gesicki","Mike","116.6","12.5","$1.4","97%"
"98","10","406.l.12347.t.4","6going47","406.p.32066","Gaskin","Myles","64.7","7.1","$8.8","100%"
"99","10","406.l.12347.t.7","Yoyo's Yumbelievable Team","406.p.28403","Gordon III","Melvin","92.3","9.9","$3.9","100%"
"100","10","406.l.12347.t.10","Javier's Boss Team","406.p.29288","Boyd","Tyler","98.5","10.6","$2.0","98%"
"101","11","406.l.12347.t.10","Javier's Boss Team","406.p.32732","Dillon","AJ","103.1","11.1","$2.4","97%"
"102","11","406.l.12347.t.7","Yoyo's Yumbelievable Team","406.p.33393","Chase","Ja'Marr","87.2","9.5","$3.1","100%"
"103","11","406.l.12347.t.4","6going47","406.p.31868","Samuel","Deebo","92.5","10.0","$2.6","100%"
"104","11","406.l.12347.t.2","Rickster's Dandy Team","406.p.100005","","Cleveland","115.4","12.3","$1.2","97%"
"105","11","406.l.12347.t.1","Jyhad's Jazmine","406.p.30209","Golladay","Kenny","94.1","10.1","$3.4","99%"
"106","11","406.l.12347.t.9","horace  Bucs","406.p.31010","Sutton","Courtland","98.9","10.7","$2.1","100%"
"107","11","406.l.12347.t.3","Maryland Eagles","406.p.31424","Edwards","Gus","75.9","8.3","$9.5","91%"
"108","11","406.l.12347.t.8","Deep Dish","406.p.30218","Conner","James","106.1","11.4","$2.0","95%"
"109","11","406.l.12347.t.5","69 VIKINGS","406.p.29269","Henry","Hunter","127.5","13.5","$1.2","62%"
"110","11","406.l.12347.t.6","Redskins","406.p.30247","Williams","Jamaal","115.7","12.4","$1.7","72%"
"111","12","406.l.12347.t.6","Redskins","406.p.30777","Tonyan","Robert","82.5","9.0","$2.3","100%"
"112","12","406.l.12347.t.5","69 VIKINGS","406.p.24017","Gronkowski","Rob","106.9","11.4","$1.7","79%"
"113","12","406.l.12347.t.8","Deep Dish","406.p.32756","Moss","Zack","108.1","11.6","$2.0","93%"
"114","12","406.l.12347.t.3","Maryland Eagles","406.p.9265","Stafford","Matthew","96.1","10.4","$2.7","100%"
"115","12","406.l.12347.t.9","horace  Bucs","406.p.25718","Tannehill","Ryan","94.4","10.2","$2.5","100%"
"116","12","406.l.12347.t.1","Jyhad's Jazmine","406.p.31882","Smith Jr.","Irv","123.6","13.2","$1.3","60%"
"117","12","406.l.12347.t.2","Rickster's Dandy Team","406.p.7520","Gould","Robbie","124.0","13.1","$1.1","77%"
"118","12","406.l.12347.t.4","6going47","406.p.30971","Mayfield","Baker","121.4","13.0","$1.3","81%"
"119","12","406.l.12347.t.7","Yoyo's Yumbelievable Team","406.p.31852","Fant","Noah","90.3","9.8","$2.5","100%"
"120","12","406.l.12347.t.10","Javier's Boss Team","406.p.27548","Cooks","Brandin","106.5","11.5","$1.7","97%"
"121","13","406.l.12347.t.10","Javier's Boss Team","406.p.32671","Burrow","Joe","114.1","12.3","$1.6","98%"
"122","13","406.l.12347.t.7","Yoyo's Yumbelievable Team","406.p.29307","Drake","Kenyan","118.2","12.7","$1.4","86%"
"123","13","406.l.12347.t.4","6going47","406.p.6770","Roethlisberger","Ben","122.4","12.9","$1.1","19%"
"124","13","406.l.12347.t.2","Rickster's Dandy Team","406.p.32704","Pittman Jr.","Michael","124.4","13.3","$1.6","40%"
"125","13","406.l.12347.t.1","Jyhad's Jazmine","406.p.28493","Crowder","Jamison","128.7","13.6","$1.2","7%"
"126","13","406.l.12347.t.9","horace  Bucs","406.p.28474","Johnson","David","111.1","12.0","$1.8","53%"
"127","13","406.l.12347.t.3","Maryland Eagles","406.p.100017","","New England","130.2","13.9","$1.1","91%"
"128","13","406.l.12347.t.8","Deep Dish","406.p.32713","Kmet","Cole","135.1","14.3","$1.0","34%"
"129","13","406.l.12347.t.5","69 VIKINGS","406.p.27591","Landry","Jarvis","119.8","12.7","$1.5","66%"
"130","13","406.l.12347.t.6","Redskins","406.p.31051","Gallup","Michael","119.7","12.8","$1.3","75%"
"131","14","406.l.12347.t.6","Redskins","406.p.33389","Lawrence","Trevor","121.7","13.0","$1.4","87%"
"132","14","406.l.12347.t.5","69 VIKINGS","406.p.31906","Singletary","Devin","118.2","12.7","$1.5","75%"
"133","14","406.l.12347.t.8","Deep Dish","406.p.33399","Fields","Justin","127.0","13.6","$1.4","34%"
"134","14","406.l.12347.t.3","Maryland Eagles","406.p.30118","Davis","Corey","109.7","11.7","$2.5","82%"
"135","14","406.l.12347.t.9","horace  Bucs","406.p.30213","Smith","Jonnu","127.7","13.6","$1.2","80%"
"136","14","406.l.12347.t.1","Jyhad's Jazmine","406.p.100012","","Kansas City","121.2","13.0","$1.1","94%"
"137","14","406.l.12347.t.2","Rickster's Dandy Team","406.p.100011","","Indianapolis","132.9","14.1","$1.1","85%"
"138","14","406.l.12347.t.4","6going47","406.p.31977","Gay","Matt","130.1","13.7","$1.2","76%"
"139","14","406.l.12347.t.7","Yoyo's Yumbelievable Team","406.p.25812","Cousins","Kirk","125.2","13.3","$1.3","84%"
"140","14","406.l.12347.t.10","Javier's Boss Team","406.p.30157","Everett","Gerald","128.2","13.6","$1.2","59%"
"141","15","406.l.12347.t.10","Javier's Boss Team","406.p.100018","","New Orleans","140.7","14.9","$1.0","54%"
"142","15","406.l.12347.t.7","Yoyo's Yumbelievable Team","406.p.100024","","Los Angeles","143.2","15.2","$1.0","50%"
"143","15","406.l.12347.t.4","6going47","406.p.31928","Knox","Dawson","121.5","12.7","$1.4","2%"
"144","15","406.l.12347.t.2","Rickster's Dandy Team","406.p.30784","Jarwin","Blake","124.9","13.2","$1.0","5%"
"145","15","406.l.12347.t.1","Jyhad's Jazmine","406.p.9520","Succop","Ryan","116.7","12.4","$1.2","93%"
"146","15","406.l.12347.t.9","horace  Bucs","406.p.100002","","Buffalo","124.9","13.3","$1.3","91%"
"147","15","406.l.12347.t.3","Maryland Eagles","406.p.31888","Hardman","Mecole","125.4","13.4","$1.5","30%"
"148","15","406.l.12347.t.8","Deep Dish","406.p.31199","Sanders","Jason","125.2","13.2","$1.1","76%"
"149","15","406.l.12347.t.5","69 VIKINGS","406.p.31074","Hines","Nyheim","125.1","13.3","$1.4","50%"
"150","15","406.l.12347.t.6","Redskins","406.p.29754","Lutz","Wil","118.7","12.6","$1.0","46%"
