"Pick","Round","Team ID","Team Name","Player ID","Last Name","First Name","Avg. Pick","Avg. Round","Avg. Cost","% Drafted"
"19","2","406.l.12364.t.10","Troy's Team","406.p.28534","Diggs","Stefon","13.0","2.0","$49.2","100%"
"20","2","406.l.12364.t.7","Mac's Super Squad","406.p.31908","McLaurin","Terry","30.4","3.6","$27.2","100%"
"21","2","406.l.12364.t.6","John's Rad Team","406.p.30423","Ekeler","Austin","15.5","2.1","$47.8","100%"
"22","2","406.l.12364.t.1","C Ballin","406.p.30123","Mahomes","Patrick","16.6","2.2","$35.3","100%"
"23","2","406.l.12364.t.3","DCUnited","406.p.29279","Henry","Derrick","4.0","1.0","$63.8","100%"
"24","2","406.l.12364.t.2","Run It $$$$","406.p.31883","Brown","A.J.","24.7","3.1","$32.7","100%"
"25","3","406.l.12364.t.12","BigSmokeDntChoke","406.p.27589","Robinson II","Allen","30.5","3.6","$26.0","100%"
"26","3","406.l.12364.t.11","Rawdog314","406.p.100005","","Cleveland","115.4","12.3","$1.2","97%"
"27","3","406.l.12364.t.5","Tommy's Team","406.p.26650","Hopkins","DeAndre","18.8","2.4","$41.6","100%"
"28","3","406.l.12364.t.8","REHAB SQUAD","406.p.29369","Prescott","Dak","53.3","5.9","$8.6","100%"
"29","3","406.l.12364.t.9","I'm only here for the 💰","406.p.31833","Murray","Kyler","43.6","5.0","$13.3","100%"
"30","3","406.l.12364.t.4","Iron Head Boyz VI","406.p.5228","Brady","Tom","63.5","7.0","$4.6","100%"
"31","3","406.l.12364.t.1","C Ballin","406.p.32702","Edwards-Helaire","Clyde","24.8","3.1","$34.2","100%"
"32","3","406.l.12364.t.7","Mac's Super Squad","406.p.31002","Jackson","Lamar","42.2","4.8","$13.9","100%"
"33","3","406.l.12364.t.6","John's Rad Team","406.p.7200","Rodgers","Aaron","59.6","6.6","$6.3","100%"
"34","3","406.l.12364.t.10","Troy's Team","406.p.9265","Stafford","Matthew","96.1","10.4","$2.7","100%"
"35","3","406.l.12364.t.3","DCUnited","406.p.31896","Metcalf","DK","19.9","2.5","$36.6","100%"
"36","3","406.l.12364.t.2","Run It $$$$","406.p.27535","Evans","Mike","35.9","4.2","$19.6","100%"
"37","4","406.l.12364.t.12","BigSmokeDntChoke","406.p.25785","Wilson","Russell","53.3","5.9","$8.0","100%"
"38","4","406.l.12364.t.11","Rawdog314","406.p.26060","Beasley","Cole","122.8","12.9","$1.3","14%"
"39","4","406.l.12364.t.5","Tommy's Team","406.p.30161","Mixon","Joe","22.1","2.8","$39.1","100%"
"40","4","406.l.12364.t.8","REHAB SQUAD","406.p.32692","Jefferson","Justin","22.8","2.9","$35.3","100%"
"41","4","406.l.12364.t.9","I'm only here for the 💰","406.p.32676","Herbert","Justin","61.1","6.8","$5.8","100%"
"42","4","406.l.12364.t.4","Iron Head Boyz VI","406.p.27277","Thielen","Adam","53.9","6.0","$9.0","100%"
"43","4","406.l.12364.t.10","Troy's Team","406.p.33138","Robinson","James","51.5","5.8","$16.7","100%"
"44","4","406.l.12364.t.7","Mac's Super Squad","406.p.26699","Allen","Keenan","30.3","3.6","$27.0","100%"
"45","4","406.l.12364.t.6","John's Rad Team","406.p.28392","Cooper","Amari","42.2","4.8","$14.4","100%"
"46","4","406.l.12364.t.1","C Ballin","406.p.31905","Montgomery","David","32.7","3.9","$26.1","100%"
"47","4","406.l.12364.t.3","DCUnited","406.p.28592","Waller","Darren","25.3","3.1","$30.5","100%"
"48","4","406.l.12364.t.2","Run It $$$$","406.p.30259","Kittle","George","31.0","3.7","$26.1","100%"
"49","5","406.l.12364.t.12","BigSmokeDntChoke","406.p.28457","Lockett","Tyler","47.3","5.3","$10.6","100%"
"50","5","406.l.12364.t.11","Rawdog314","406.p.32788","Okwuegbunam","Albert","","","",""
"51","5","406.l.12364.t.5","Tommy's Team","406.p.32687","Lamb","CeeDee","33.1","3.9","$23.5","100%"
"52","5","406.l.12364.t.8","REHAB SQUAD","406.p.30182","Kupp","Cooper","42.0","4.8","$13.3","100%"
"53","5","406.l.12364.t.9","I'm only here for the 💰","406.p.31885","Sanders","Miles","44.5","5.0","$17.9","100%"
"54","5","406.l.12364.t.4","Iron Head Boyz VI","406.p.31424","Edwards","Gus","75.9","8.3","$9.5","91%"
"55","5","406.l.12364.t.10","Troy's Team","406.p.26664","Woods","Robert","44.8","5.1","$12.9","100%"
"56","5","406.l.12364.t.7","Mac's Super Squad","406.p.33392","Pitts","Kyle","47.4","5.4","$12.8","100%"
"57","5","406.l.12364.t.6","John's Rad Team","406.p.28514","Davis","Mike","64.3","7.1","$8.7","100%"
"58","5","406.l.12364.t.1","C Ballin","406.p.30197","Godwin","Chris","35.9","4.2","$18.3","100%"
"59","5","406.l.12364.t.3","DCUnited","406.p.24793","Jones","Julio","52.0","5.8","$11.2","100%"
"60","5","406.l.12364.t.2","Run It $$$$","406.p.32066","Gaskin","Myles","64.7","7.1","$8.8","100%"
"61","6","406.l.12364.t.12","BigSmokeDntChoke","406.p.31056","Andrews","Mark","50.4","5.7","$10.4","100%"
"62","6","406.l.12364.t.11","Rawdog314","406.p.30994","Moore","DJ","52.3","5.8","$9.5","100%"
"63","6","406.l.12364.t.5","Tommy's Team","406.p.32695","Aiyuk","Brandon","64.6","7.1","$6.8","100%"
"64","6","406.l.12364.t.8","REHAB SQUAD","406.p.25718","Tannehill","Ryan","94.4","10.2","$2.5","100%"
"65","6","406.l.12364.t.9","I'm only here for the 💰","406.p.31856","Jacobs","Josh","42.0","4.8","$15.7","100%"
"66","6","406.l.12364.t.4","Iron Head Boyz VI","406.p.25812","Cousins","Kirk","125.2","13.3","$1.3","84%"
"67","6","406.l.12364.t.10","Troy's Team","406.p.32719","Claypool","Chase","74.7","8.2","$4.1","100%"
"68","6","406.l.12364.t.7","Mac's Super Squad","406.p.31919","Harris","Damien","65.5","7.2","$7.7","100%"
"69","6","406.l.12364.t.6","John's Rad Team","406.p.32705","Swift","D'Andre","44.2","5.0","$17.5","100%"
"70","6","406.l.12364.t.1","C Ballin","406.p.31898","Johnson","Diontae","61.6","6.8","$6.6","100%"
"71","6","406.l.12364.t.3","DCUnited","406.p.32723","Hurts","Jalen","80.7","8.7","$3.0","100%"
"72","6","406.l.12364.t.2","Run It $$$$","406.p.31840","Hockenson","T.J.","53.7","6.0","$9.4","100%"
"73","7","406.l.12364.t.12","BigSmokeDntChoke","406.p.30175","Smith-Schuster","JuJu","91.7","9.9","$2.3","100%"
"74","7","406.l.12364.t.11","Rawdog314","406.p.31500","Williams","Darrel","127.4","14.0","$1.2","2%"
"75","7","406.l.12364.t.5","Tommy's Team","406.p.27648","Thomas","Logan","74.6","8.2","$3.3","100%"
"76","7","406.l.12364.t.8","REHAB SQUAD","406.p.29344","Higbee","Tyler","72.1","7.9","$2.9","100%"
"77","7","406.l.12364.t.9","I'm only here for the 💰","406.p.31902","Henderson Jr.","Darrell","52.5","5.8","$14.6","97%"
"78","7","406.l.12364.t.4","Iron Head Boyz VI","406.p.31868","Samuel","Deebo","92.5","10.0","$2.6","100%"
"79","7","406.l.12364.t.10","Troy's Team","406.p.30199","Hunt","Kareem","63.8","7.0","$7.8","100%"
"80","7","406.l.12364.t.7","Mac's Super Squad","406.p.100027","","Tampa Bay","84.5","9.1","$2.5","100%"
"81","7","406.l.12364.t.6","John's Rad Team","406.p.27540","Beckham Jr.","Odell","77.6","8.5","$5.0","100%"
"82","7","406.l.12364.t.1","C Ballin","406.p.33389","Lawrence","Trevor","121.7","13.0","$1.4","87%"
"83","7","406.l.12364.t.3","DCUnited","406.p.31104","Edmonds","Chase","78.8","8.6","$6.0","100%"
"84","7","406.l.12364.t.2","Run It $$$$","406.p.32703","Higgins","Tee","71.6","7.9","$4.8","100%"
"85","8","406.l.12364.t.12","BigSmokeDntChoke","406.p.28654","Mostert","Raheem","78.8","8.6","$5.3","97%"
"86","8","406.l.12364.t.11","Rawdog314","406.p.30971","Mayfield","Baker","121.4","13.0","$1.3","81%"
"87","8","406.l.12364.t.5","Tommy's Team","406.p.100028","","Washington","80.1","8.8","$1.8","100%"
"88","8","406.l.12364.t.8","REHAB SQUAD","406.p.33423","Williams","Javonte","84.3","9.2","$5.3","100%"
"89","8","406.l.12364.t.9","I'm only here for the 💰","406.p.32685","Jeudy","Jerry","82.2","9.0","$4.2","97%"
"90","8","406.l.12364.t.4","Iron Head Boyz VI","406.p.24017","Gronkowski","Rob","106.9","11.4","$1.7","79%"
"91","8","406.l.12364.t.10","Troy's Team","406.p.30777","Tonyan","Robert","82.5","9.0","$2.3","100%"
"92","8","406.l.12364.t.7","Mac's Super Squad","406.p.33391","Lance","Trey","131.0","14.1","$1.3","38%"
"93","8","406.l.12364.t.6","John's Rad Team","406.p.31852","Fant","Noah","90.3","9.8","$2.5","100%"
"94","8","406.l.12364.t.1","C Ballin","406.p.31008","Jones II","Ronald","84.4","9.2","$3.7","100%"
"95","8","406.l.12364.t.3","DCUnited","406.p.100014","","Los Angeles","72.1","8.1","$2.8","100%"
"96","8","406.l.12364.t.2","Run It $$$$","406.p.6770","Roethlisberger","Ben","122.4","12.9","$1.1","19%"
"97","9","406.l.12364.t.12","BigSmokeDntChoke","406.p.100033","","Baltimore","95.0","10.2","$1.5","100%"
"98","9","406.l.12364.t.11","Rawdog314","406.p.33394","Waddle","Jaylen","121.9","13.0","$1.7","43%"
"99","9","406.l.12364.t.5","Tommy's Team","406.p.32671","Burrow","Joe","114.1","12.3","$1.6","98%"
"100","9","406.l.12364.t.8","REHAB SQUAD","406.p.31010","Sutton","Courtland","98.9","10.7","$2.1","100%"
"101","9","406.l.12364.t.9","I'm only here for the 💰","406.p.29785","Anderson","Robbie","84.9","9.2","$3.3","100%"
"102","9","406.l.12364.t.4","Iron Head Boyz VI","406.p.30218","Conner","James","106.1","11.4","$2.0","95%"
"103","9","406.l.12364.t.10","Troy's Team","406.p.100023","","Pittsburgh","85.2","9.3","$1.7","100%"
"104","9","406.l.12364.t.7","Mac's Super Squad","406.p.26534","Tucker","Justin","81.5","8.9","$2.8","100%"
"105","9","406.l.12364.t.6","John's Rad Team","406.p.30973","Darnold","Sam","127.4","13.4","$1.1","2%"
"106","9","406.l.12364.t.1","C Ballin","406.p.33393","Chase","Ja'Marr","87.2","9.5","$3.1","100%"
"107","9","406.l.12364.t.3","DCUnited","406.p.29281","Thomas","Michael","103.8","11.2","$7.2","67%"
"108","9","406.l.12364.t.2","Run It $$$$","406.p.33390","Wilson","Zach","127.6","13.4","$1.2","5%"
"109","10","406.l.12364.t.12","BigSmokeDntChoke","406.p.28389","Winston","Jameis","126.4","13.4","$1.4","21%"
"110","10","406.l.12364.t.11","Rawdog314","406.p.30117","Fournette","Leonard","100.1","10.8","$2.5","98%"
"111","10","406.l.12364.t.5","Tommy's Team","406.p.24171","Brown","Antonio","97.9","10.5","$2.9","95%"
"112","10","406.l.12364.t.8","REHAB SQUAD","406.p.33399","Fields","Justin","127.0","13.6","$1.4","34%"
"113","10","406.l.12364.t.9","I'm only here for the 💰","406.p.100025","","San Francisco","92.3","9.9","$1.5","100%"
"114","10","406.l.12364.t.4","Iron Head Boyz VI","406.p.32712","Shenault Jr.","Laviska","118.1","12.6","$1.9","62%"
"115","10","406.l.12364.t.10","Troy's Team","406.p.32756","Moss","Zack","108.1","11.6","$2.0","93%"
"116","10","406.l.12364.t.7","Mac's Super Squad","406.p.33476","Sermon","Trey","80.9","8.8","$5.3","99%"
"117","10","406.l.12364.t.6","John's Rad Team","406.p.8780","Ryan","Matt","122.9","13.1","$1.3","88%"
"118","10","406.l.12364.t.1","C Ballin","406.p.31012","Gesicki","Mike","116.6","12.5","$1.4","97%"
"119","10","406.l.12364.t.3","DCUnited","406.p.30346","Butker","Harrison","84.8","9.2","$2.7","100%"
"120","10","406.l.12364.t.2","Run It $$$$","406.p.100010","","Tennessee","127.7","13.3","$1.0","2%"
"121","11","406.l.12364.t.12","BigSmokeDntChoke","406.p.30209","Golladay","Kenny","94.1","10.1","$3.4","99%"
"122","11","406.l.12364.t.11","Rawdog314","406.p.33109","Callaway","Marquez","118.7","12.7","$2.5","34%"
"123","11","406.l.12364.t.5","Tommy's Team","406.p.100002","","Buffalo","124.9","13.3","$1.3","91%"
"124","11","406.l.12364.t.8","REHAB SQUAD","406.p.31001","Michel","Sony","108.2","11.6","$1.9","59%"
"125","11","406.l.12364.t.9","I'm only here for the 💰","406.p.30120","Williams","Mike","120.3","12.8","$1.7","62%"
"126","11","406.l.12364.t.4","Iron Head Boyz VI","406.p.33403","Jones","Mac","121.2","12.7","$1.6","8%"
"127","11","406.l.12364.t.10","Troy's Team","406.p.31019","Goedert","Dallas","95.8","10.3","$2.2","100%"
"128","11","406.l.12364.t.7","Mac's Super Squad","406.p.27560","Bridgewater","Teddy","121.0","12.6","$1.1","3%"
"129","11","406.l.12364.t.6","John's Rad Team","406.p.30118","Davis","Corey","109.7","11.7","$2.5","82%"
"130","11","406.l.12364.t.1","C Ballin","406.p.31888","Hardman","Mecole","125.4","13.4","$1.5","30%"
"131","11","406.l.12364.t.3","DCUnited","406.p.27548","Cooks","Brandin","106.5","11.5","$1.7","97%"
"132","11","406.l.12364.t.2","Run It $$$$","406.p.29307","Drake","Kenyan","118.2","12.7","$1.4","86%"
"133","12","406.l.12364.t.12","BigSmokeDntChoke","406.p.29754","Lutz","Wil","118.7","12.6","$1.0","46%"
"134","12","406.l.12364.t.11","Rawdog314","406.p.28561","O'Shaughnessy","James","","","",""
"135","12","406.l.12364.t.5","Tommy's Team","406.p.27564","Carr","Derek","122.2","12.8","$1.6","8%"
"136","12","406.l.12364.t.8","REHAB SQUAD","406.p.33398","Smith","DeVonta","111.2","11.9","$1.9","85%"
"137","12","406.l.12364.t.9","I'm only here for the 💰","406.p.31031","Chark Jr.","DJ","115.0","12.3","$1.5","81%"
"138","12","406.l.12364.t.4","Iron Head Boyz VI","406.p.9520","Succop","Ryan","116.7","12.4","$1.2","93%"
"139","12","406.l.12364.t.10","Troy's Team","406.p.7520","Gould","Robbie","124.0","13.1","$1.1","77%"
"140","12","406.l.12364.t.7","Mac's Super Squad","406.p.32704","Pittman Jr.","Michael","124.4","13.3","$1.6","40%"
"141","12","406.l.12364.t.6","John's Rad Team","406.p.33495","Carter","Michael","113.2","12.2","$2.1","70%"
"142","12","406.l.12364.t.1","C Ballin","406.p.31051","Gallup","Michael","119.7","12.8","$1.3","75%"
"143","12","406.l.12364.t.3","DCUnited","406.p.27591","Landry","Jarvis","119.8","12.7","$1.5","66%"
"144","12","406.l.12364.t.2","Run It $$$$","406.p.7426","Fitzpatrick","Ryan","131.9","14.2","$1.1","52%"
"145","13","406.l.12364.t.12","BigSmokeDntChoke","406.p.30247","Williams","Jamaal","115.7","12.4","$1.7","72%"
"146","13","406.l.12364.t.11","Rawdog314","406.p.29274","Shepard","Sterling","127.3","13.5","$1.3","7%"
"147","13","406.l.12364.t.5","Tommy's Team","406.p.30426","Koo","Younghoe","94.4","10.2","$1.6","100%"
"148","13","406.l.12364.t.8","REHAB SQUAD","406.p.29255","Fuller V","Will","120.3","12.9","$1.4","65%"
"149","13","406.l.12364.t.9","I'm only here for the 💰","406.p.29288","Boyd","Tyler","98.5","10.6","$2.0","98%"
"150","13","406.l.12364.t.4","Iron Head Boyz VI","406.p.28403","Gordon III","Melvin","92.3","9.9","$3.9","100%"
"151","13","406.l.12364.t.10","Troy's Team","406.p.31960","Pollard","Tony","125.6","13.7","$1.4","35%"
"152","13","406.l.12364.t.7","Mac's Super Squad","406.p.33447","Marshall Jr.","Terrace","129.2","14.2","$1.2","2%"
"153","13","406.l.12364.t.6","John's Rad Team","406.p.100012","","Kansas City","121.2","13.0","$1.1","94%"
"154","13","406.l.12364.t.1","C Ballin","406.p.29236","Wentz","Carson","130.9","14.4","$1.2","6%"
"155","13","406.l.12364.t.3","DCUnited","406.p.31838","Jones","Daniel","132.1","14.3","$1.0","15%"
"156","13","406.l.12364.t.2","Run It $$$$","406.p.100015","","Miami","141.5","15.0","$1.0","41%"
"157","14","406.l.12364.t.12","BigSmokeDntChoke","406.p.30614","Hill","Taysom","","","",""
"158","14","406.l.12364.t.11","Rawdog314","406.p.32798","Davis","Gabriel","","","",""
"159","14","406.l.12364.t.5","Tommy's Team","406.p.30213","Smith","Jonnu","127.7","13.6","$1.2","80%"
"160","14","406.l.12364.t.8","REHAB SQUAD","406.p.33006","Williams","Ty'Son","113.9","12.3","$2.3","10%"
"161","14","406.l.12364.t.9","I'm only here for the 💰","406.p.29269","Henry","Hunter","127.5","13.5","$1.2","62%"
"162","14","406.l.12364.t.4","Iron Head Boyz VI","406.p.30153","Samuel","Curtis","124.3","13.4","$1.2","28%"
"163","14","406.l.12364.t.10","Troy's Team","406.p.31857","Brown","Marquise","126.9","13.6","$1.3","26%"
"164","14","406.l.12364.t.7","Mac's Super Squad","406.p.26658","Ertz","Zach","124.9","13.1","$1.1","18%"
"165","14","406.l.12364.t.6","John's Rad Team","406.p.25881","Zuerlein","Greg","106.1","11.4","$1.1","97%"
"166","14","406.l.12364.t.1","C Ballin","406.p.100007","","Denver","118.9","12.7","$1.1","95%"
"167","14","406.l.12364.t.3","DCUnited","406.p.32231","Meyers","Jakobi","125.3","13.4","$1.5","24%"
"168","14","406.l.12364.t.2","Run It $$$$","406.p.31074","Hines","Nyheim","125.1","13.3","$1.4","50%"
"169","15","406.l.12364.t.12","BigSmokeDntChoke","406.p.31882","Smith Jr.","Irv","123.6","13.2","$1.3","60%"
"170","15","406.l.12364.t.11","Rawdog314","406.p.31077","Herndon","Chris","","","",""
"171","15","406.l.12364.t.5","Tommy's Team","406.p.32732","Dillon","AJ","103.1","11.1","$2.4","97%"
"172","15","406.l.12364.t.8","REHAB SQUAD","406.p.25876","Jones Jr.","Marvin","126.5","13.6","$1.4","29%"
"173","15","406.l.12364.t.9","I'm only here for the 💰","406.p.32858","Bass","Tyler","105.3","11.2","$1.3","99%"
"174","15","406.l.12364.t.4","Iron Head Boyz VI","406.p.100017","","New England","130.2","13.9","$1.1","91%"
"175","15","406.l.12364.t.10","Troy's Team","406.p.31379","Lindsay","Phillip","128.4","13.9","$1.3","20%"
"176","15","406.l.12364.t.7","Mac's Super Squad","406.p.33514","Hubbard","Chuba","128.9","14.5","$1.5","4%"
"177","15","406.l.12364.t.6","John's Rad Team","406.p.30157","Everett","Gerald","128.2","13.6","$1.2","59%"
"178","15","406.l.12364.t.1","C Ballin","406.p.100011","","Indianapolis","132.9","14.1","$1.1","85%"
"179","15","406.l.12364.t.3","DCUnited","406.p.28474","Johnson","David","111.1","12.0","$1.8","53%"
"180","15","406.l.12364.t.2","Run It $$$$","406.p.33422","Moore","Elijah","129.3","14.1","$1.4","8%"
"181","16","406.l.12364.t.12","BigSmokeDntChoke","406.p.32682","Ruggs III","Henry","125.2","13.3","$1.3","11%"
"182","16","406.l.12364.t.11","Rawdog314","406.p.32417","McLaughlin","Chase","138.3","14.3","$1.1","4%"
"183","16","406.l.12364.t.5","Tommy's Team","406.p.29315","Hooper","Austin","131.8","14.0","$1.0","56%"
"184","16","406.l.12364.t.8","REHAB SQUAD","406.p.100026","","Seattle","127.2","13.3","$1.2","5%"
"185","16","406.l.12364.t.9","I'm only here for the 💰","406.p.32691","Reagor","Jalen","126.8","13.8","$1.1","2%"
"186","16","406.l.12364.t.4","Iron Head Boyz VI","406.p.30136","Engram","Evan","133.8","14.2","$1.1","47%"
"187","16","406.l.12364.t.10","Troy's Team","406.p.28402","Parker","DeVante","129.2","13.8","$1.4","11%"
"188","16","406.l.12364.t.7","Mac's Super Squad","406.p.26660","Bernard","Giovani","129.5","14.1","$1.1","5%"
"189","16","406.l.12364.t.6","John's Rad Team","406.p.33508","Stevenson","Rhamondre","127.2","13.9","$1.4","6%"
"190","16","406.l.12364.t.1","C Ballin","406.p.31199","Sanders","Jason","125.2","13.2","$1.1","76%"
"191","16","406.l.12364.t.3","DCUnited","406.p.100018","","New Orleans","140.7","14.9","$1.0","54%"
"192","16","406.l.12364.t.2","Run It $$$$","406.p.30396","Cole","Keelan","","","",""
"193","17","406.l.12364.t.12","BigSmokeDntChoke","406.p.100003","","Chicago","140.7","14.9","$1.0","28%"
"194","17","406.l.12364.t.11","Rawdog314","406.p.27585","Hyde","Carlos","127.2","13.9","$1.2","2%"
"195","17","406.l.12364.t.5","Tommy's Team","406.p.32843","Mooney","Darnell","127.4","13.8","$1.4","17%"
"196","17","406.l.12364.t.8","REHAB SQUAD","406.p.30125","Watson","Deshaun","125.5","13.5","$1.8","14%"
"197","17","406.l.12364.t.9","I'm only here for the 💰","406.p.28408","Agholor","Nelson","128.9","13.6","$1.2","9%"
"198","17","406.l.12364.t.4","Iron Head Boyz VI","406.p.31977","Gay","Matt","130.1","13.7","$1.2","76%"
"199","17","406.l.12364.t.10","Troy's Team","406.p.24791","Green","A.J.","121.3","12.9","$1.3","4%"
"200","17","406.l.12364.t.7","Mac's Super Squad","406.p.100016","","Minnesota","143.4","15.1","$1.0","31%"
"201","17","406.l.12364.t.6","John's Rad Team","406.p.31164","Gage","Russell","129.3","14.0","$1.3","3%"
"202","17","406.l.12364.t.1","C Ballin","406.p.28493","Crowder","Jamison","128.7","13.6","$1.2","7%"
"203","17","406.l.12364.t.3","DCUnited","406.p.27590","Garoppolo","Jimmy","111.4","11.7","$2.9","2%"
"204","17","406.l.12364.t.2","Run It $$$$","406.p.8565","Prater","Matt","131.7","13.9","$1.1","18%"
